;Married;Number of Dependents;Zip Code;Number of Referrals;Tenure in Months;Offer;Internet Type;Avg Monthly GB Download;Contract;Paperless Billing;Payment Method;Monthly Charge;Age_disc;Total Streaming;Premium Services;Refunds;Average Monthly Extra Data Charges;Churn Status
2430;Yes;0;953;1;26;None;Fiber Optic;10.0;Month-to-Month;No;Bank Withdrawal;79.3;50;0;3;0.0;0.0;Customer
2431;Yes;1;956;1;63;None;None;0.0;Two Year;Yes;Mailed Check;19.15;60;0;0;0.0;0.0;Customer
2432;Yes;1;954;1;51;Offer B;Fiber Optic;27.0;Month-to-Month;Yes;Bank Withdrawal;80.75;40;0;3;0.0;0.0;Customer
2433;Yes;1;927;1;38;None;Fiber Optic;14.0;Month-to-Month;Yes;Credit Card;101.15;35;3;3;0.0;0.0;Customer
2434;Yes;0;950;1;57;None;DSL;14.0;Month-to-Month;Yes;Bank Withdrawal;49.9;45;2;4;0.0;0.0;Customer
2435;Yes;1;951;1;13;None;Cable;25.0;Month-to-Month;Yes;Credit Card;63.15;40;2;3;0.0;0.0;Customer
2436;No;0;920;0;63;None;None;0.0;One Year;No;Credit Card;20.5;50;0;0;1.0;0.0;Customer
2437;Yes;0;919;1;71;None;Fiber Optic;19.0;Month-to-Month;Yes;Bank Withdrawal;107.5;70;2;4;0.0;1.971830985915493;Customer
2438;No;0;946;0;9;None;Fiber Optic;3.0;Month-to-Month;Yes;Bank Withdrawal;95.9;40;3;2;0.0;0.0;Customer
2439;No;0;922;0;21;None;Fiber Optic;7.0;Month-to-Month;Yes;Bank Withdrawal;96.68095238095238;80;2;2;1.0;0.0;Churned
2440;Yes;0;900;1;1;None;DSL;58.0;Month-to-Month;No;Bank Withdrawal;30.2;25;0;2;0.0;0.0;Churned
2441;Yes;0;961;1;68;None;DSL;3.0;Two Year;No;Bank Withdrawal;70.95;55;2;4;0.0;0.0;Customer
2442;No;0;960;0;20;Offer D;Fiber Optic;9.0;Two Year;Yes;Bank Withdrawal;84.35;80;1;1;0.0;0.5;Customer
2443;No;1;912;0;25;None;None;0.0;Month-to-Month;No;Credit Card;20.8;55;0;0;1.0;0.0;Customer
2444;No;0;957;0;1;None;Cable;9.0;Month-to-Month;Yes;Bank Withdrawal;50.45;35;0;2;0.0;0.0;Churned
2445;Yes;0;960;1;71;None;Fiber Optic;3.0;One Year;Yes;Bank Withdrawal;113.15;50;3;5;0.0;0.0;Customer
2446;Yes;0;930;1;48;Offer B;Fiber Optic;30.0;One Year;Yes;Mailed Check;82.05;40;2;2;0.0;0.0;Churned
2447;No;0;955;0;2;None;Fiber Optic;25.0;Month-to-Month;Yes;Bank Withdrawal;70.65;65;0;1;0.0;0.0;Churned
2448;No;0;949;0;7;Offer E;None;0.0;Month-to-Month;No;Credit Card;20.35;45;0;0;0.0;0.0;Customer
2449;Yes;1;934;0;59;Offer B;None;0.0;Two Year;No;Credit Card;25.45;40;0;1;0.0;0.0;Customer
2450;No;0;956;0;10;None;None;0.0;Month-to-Month;Yes;Mailed Check;20.55;65;0;0;0.0;0.0;Customer
2451;Yes;0;926;1;45;Offer B;Fiber Optic;20.0;One Year;Yes;Bank Withdrawal;98.7;70;1;5;0.0;0.0;Customer
2452;Yes;0;935;1;72;Offer A;Fiber Optic;73.0;Two Year;Yes;Credit Card;110.65;25;3;5;0.0;0.0;Customer
2453;No;0;903;0;50;Offer B;Fiber Optic;26.0;Two Year;Yes;Bank Withdrawal;89.7;65;2;3;0.0;0.0;Customer
2454;Yes;0;924;1;8;None;Cable;25.0;Month-to-Month;Yes;Bank Withdrawal;83.55;30;1;2;0.0;0.0;Churned
2455;No;0;952;0;9;None;Fiber Optic;27.0;Month-to-Month;Yes;Bank Withdrawal;74.55;70;0;2;1.0;0.0;Churned
2456;No;0;900;0;5;Offer E;Fiber Optic;5.0;Month-to-Month;Yes;Bank Withdrawal;69.75;30;0;1;0.0;0.0;Churned
2457;Yes;0;959;1;64;None;Fiber Optic;16.0;One Year;No;Credit Card;80.3;75;0;3;0.0;0.0;Customer
2458;No;1;913;0;4;None;Fiber Optic;17.0;Month-to-Month;Yes;Bank Withdrawal;70.15;40;0;1;1.0;0.0;Churned
2459;No;0;956;0;32;Offer C;DSL;5.0;One Year;No;Credit Card;74.75;45;3;3;0.0;0.0;Customer
2460;No;1;932;0;39;None;None;0.0;One Year;No;Bank Withdrawal;25.45;45;0;1;0.0;0.0;Customer
2461;No;0;907;0;1;Offer E;Cable;24.0;Month-to-Month;Yes;Bank Withdrawal;45.65;65;0;1;0.0;0.0;Churned
2462;Yes;0;950;1;37;None;None;0.0;One Year;No;Mailed Check;19.6;75;0;0;0.0;0.0;Customer
2463;No;0;919;0;2;None;Fiber Optic;28.0;Month-to-Month;Yes;Bank Withdrawal;70.2;75;0;1;0.0;0.0;Churned
2464;Yes;0;904;0;66;Offer A;Cable;9.0;One Year;No;Bank Withdrawal;45.55;65;1;3;0.0;0.0;Customer
2465;Yes;1;955;0;27;None;Fiber Optic;15.0;Month-to-Month;No;Bank Withdrawal;100.75;40;1;5;0.0;0.0;Customer
2466;Yes;1;922;1;69;Offer A;Fiber Optic;27.0;Two Year;Yes;Bank Withdrawal;114.35;25;3;5;0.0;0.14492753623188406;Customer
2467;Yes;1;958;1;52;None;DSL;19.0;One Year;No;Bank Withdrawal;43.771153846153844;50;2;3;1.0;0.0;Customer
2468;No;0;928;0;15;None;None;0.0;One Year;No;Credit Card;20.1;60;0;0;0.0;0.0;Customer
2469;No;0;925;0;4;None;Fiber Optic;20.0;Month-to-Month;No;Bank Withdrawal;86.05;65;2;2;0.0;0.0;Customer
2470;No;0;917;0;71;Offer A;Fiber Optic;12.0;One Year;Yes;Credit Card;99.65;70;1;5;0.0;0.0;Customer
2471;Yes;0;952;1;1;None;Fiber Optic;29.0;Month-to-Month;Yes;Bank Withdrawal;74.4;65;0;1;0.0;30.0;Churned
2472;Yes;1;949;1;69;Offer A;None;0.0;One Year;Yes;Credit Card;20.55;25;0;0;0.0;0.0;Customer
2473;No;0;946;0;4;Offer E;DSL;19.0;Month-to-Month;Yes;Bank Withdrawal;25.2;75;0;1;0.0;0.0;Churned
2474;Yes;0;930;1;23;None;Fiber Optic;51.0;Month-to-Month;No;Bank Withdrawal;84.25;30;0;4;1.0;0.0;Customer
2475;No;0;911;0;15;None;Fiber Optic;5.0;Month-to-Month;Yes;Bank Withdrawal;80.2;75;0;3;0.0;0.0;Churned
2476;Yes;1;939;1;34;Offer C;Fiber Optic;57.0;Month-to-Month;Yes;Credit Card;90.05;60;2;3;0.0;0.0;Customer
2477;No;0;920;0;8;Offer E;Fiber Optic;5.0;Two Year;Yes;Bank Withdrawal;69.7;65;0;1;0.0;0.0;Customer
2478;Yes;1;900;1;7;Offer E;Cable;47.0;Month-to-Month;No;Credit Card;66.52857142857142;20;3;4;0.0;0.0;Customer
2479;No;0;945;0;25;Offer C;Fiber Optic;18.0;Month-to-Month;No;Bank Withdrawal;69.75;40;0;0;0.0;4.0;Customer
2480;No;0;922;0;72;None;None;0.0;Two Year;Yes;Bank Withdrawal;21.15;30;0;0;1.0;0.0;Customer
2481;Yes;1;941;1;23;None;None;0.0;One Year;No;Credit Card;24.35;20;0;1;0.0;0.0;Customer
2482;Yes;0;932;1;1;None;Fiber Optic;14.0;Month-to-Month;No;Bank Withdrawal;76.2;55;0;1;0.0;50.0;Churned
2483;Yes;0;913;1;64;Offer B;Fiber Optic;69.0;One Year;Yes;Credit Card;102.45;20;3;4;0.0;0.0;Customer
2484;No;0;921;0;22;None;Fiber Optic;23.0;Month-to-Month;Yes;Bank Withdrawal;74.4;80;0;1;0.0;0.0;Churned
2485;Yes;1;955;1;11;Offer D;None;0.0;Two Year;No;Credit Card;20.9;30;0;0;0.0;0.0;Customer
2486;Yes;0;960;1;70;None;DSL;52.0;Two Year;Yes;Bank Withdrawal;81.68357142857144;30;3;4;0.0;0.0;Customer
2487;Yes;1;945;1;70;Offer A;DSL;53.0;Two Year;No;Credit Card;75.35;35;3;3;0.0;0.0;Customer
2488;No;0;961;0;33;None;Fiber Optic;23.0;Month-to-Month;No;Bank Withdrawal;68.25;35;0;1;0.0;0.0;Churned
2489;No;0;950;0;11;Offer D;None;0.0;Month-to-Month;No;Credit Card;20.25;45;0;0;0.0;0.0;Customer
2490;Yes;1;959;1;14;Offer D;Fiber Optic;53.0;Month-to-Month;Yes;Bank Withdrawal;84.8;45;1;2;0.0;0.0;Customer
2491;No;0;941;0;10;None;Fiber Optic;3.0;Month-to-Month;Yes;Bank Withdrawal;100.6;40;3;3;0.0;0.0;Churned
2492;Yes;1;959;0;66;None;DSL;28.0;Two Year;No;Bank Withdrawal;54.65;50;3;3;1.0;0.0;Customer
2493;No;0;944;0;10;None;Cable;23.0;Month-to-Month;Yes;Credit Card;51.65;40;0;2;0.0;0.0;Customer
2494;Yes;0;928;1;68;Offer A;Fiber Optic;27.0;Two Year;No;Credit Card;118.6;25;3;6;1.0;0.0;Customer
2495;Yes;1;949;1;71;Offer A;None;0.0;Two Year;Yes;Bank Withdrawal;19.6;65;0;0;0.0;0.0;Customer
2496;Yes;0;947;1;4;None;Fiber Optic;30.0;Month-to-Month;Yes;Bank Withdrawal;74.65;25;0;2;0.0;0.0;Churned
2497;Yes;0;920;1;51;None;Fiber Optic;41.0;One Year;No;Credit Card;110.05;25;3;5;1.0;0.0;Customer
2498;No;0;955;0;14;None;Cable;5.0;Two Year;Yes;Bank Withdrawal;46.35;70;3;1;0.0;0.0;Customer
2499;Yes;0;952;1;72;None;Fiber Optic;2.0;Two Year;Yes;Bank Withdrawal;109.55;35;3;5;0.0;0.0;Customer
2500;Yes;0;900;1;71;None;None;0.0;Two Year;No;Bank Withdrawal;24.45;25;0;1;0.0;0.0;Customer
2501;No;0;900;0;7;Offer E;Fiber Optic;23.0;Month-to-Month;Yes;Bank Withdrawal;75.1;35;0;2;0.0;0.0;Churned
2502;Yes;0;925;1;2;None;Fiber Optic;41.0;Month-to-Month;Yes;Bank Withdrawal;74.4;30;0;2;0.0;0.0;Churned
2503;No;0;925;0;53;None;None;0.0;Two Year;No;Credit Card;20.25;30;0;0;0.0;0.0;Customer
2504;No;1;921;0;37;None;Cable;27.0;Two Year;No;Credit Card;61.45;45;0;3;1.0;2.972972972972973;Customer
2505;No;1;900;0;8;None;Cable;26.0;Month-to-Month;Yes;Bank Withdrawal;99.65;30;3;3;0.0;0.0;Churned
2506;No;1;900;0;34;Offer C;Fiber Optic;28.0;Month-to-Month;Yes;Bank Withdrawal;106.35;50;3;4;0.0;0.0;Churned
2507;No;0;917;0;41;None;None;0.0;One Year;Yes;Mailed Check;24.85;40;0;1;0.0;0.0;Customer
2508;No;0;921;0;17;None;Cable;73.0;One Year;No;Credit Card;44.6;25;0;1;0.0;0.0;Customer
2509;Yes;0;917;1;61;Offer B;DSL;28.0;Two Year;No;Mailed Check;88.1;60;3;6;0.0;0.0;Customer
2510;Yes;1;956;1;6;Offer E;Cable;10.0;Two Year;No;Credit Card;40.55;60;0;3;0.0;8.333333333333334;Customer
2511;Yes;1;922;1;5;None;None;0.0;Month-to-Month;Yes;Credit Card;24.3;40;0;1;0.0;0.0;Customer
2512;No;0;953;0;42;None;Cable;30.0;Month-to-Month;No;Bank Withdrawal;55.65;65;0;3;0.0;0.0;Customer
2513;Yes;1;949;1;13;Offer D;None;0.0;Month-to-Month;Yes;Credit Card;20.45;60;0;0;0.0;0.0;Customer
2514;No;0;900;0;63;Offer B;None;0.0;Two Year;No;Credit Card;24.2;65;0;1;0.0;0.0;Customer
2515;Yes;0;937;0;71;Offer A;None;0.0;Two Year;No;Bank Withdrawal;24.85;70;0;1;0.0;0.0;Customer
2516;No;0;930;0;71;None;Fiber Optic;15.0;Two Year;Yes;Credit Card;86.4;55;0;4;0.0;0.0;Customer
2517;No;0;961;0;66;None;Fiber Optic;25.0;One Year;No;Credit Card;110.9;70;2;5;0.0;0.0;Churned
2518;No;0;952;0;1;Offer E;None;0.0;Month-to-Month;No;Mailed Check;20.9;20;0;0;0.0;0.0;Churned
2519;Yes;1;959;1;10;Offer D;None;0.0;Month-to-Month;Yes;Bank Withdrawal;19.8;45;0;0;0.0;0.0;Customer
2520;Yes;0;939;1;1;Offer E;Fiber Optic;19.0;Month-to-Month;Yes;Bank Withdrawal;71.0;55;0;1;0.0;0.0;Churned
2521;Yes;1;956;1;44;None;Fiber Optic;25.0;Month-to-Month;Yes;Bank Withdrawal;92.95;45;3;2;0.0;0.0;Customer
2522;No;0;932;0;39;None;Fiber Optic;13.0;Two Year;Yes;Bank Withdrawal;99.75;70;2;3;0.0;0.0;Customer
2523;Yes;0;945;1;70;None;None;0.0;Two Year;Yes;Bank Withdrawal;26.0;45;0;1;0.0;0.0;Customer
2524;Yes;0;900;1;26;None;DSL;13.0;Month-to-Month;Yes;Bank Withdrawal;60.05;35;0;4;0.0;0.0;Churned
2525;Yes;0;936;1;72;Offer A;Cable;9.0;Two Year;Yes;Bank Withdrawal;76.8;45;3;2;0.0;1.25;Customer
2526;No;0;949;0;29;Offer C;DSL;9.0;One Year;Yes;Bank Withdrawal;58.75;35;0;3;0.0;1.7241379310344827;Customer
2527;No;0;946;0;46;None;Fiber Optic;21.0;Month-to-Month;No;Credit Card;84.25;35;0;3;0.0;2.1739130434782608;Customer
2528;No;0;953;0;17;Offer D;DSL;5.0;Month-to-Month;No;Bank Withdrawal;65.75;45;2;3;0.0;0.0;Customer
2529;No;0;921;0;1;Offer E;None;0.0;Month-to-Month;Yes;Credit Card;19.9;60;0;0;0.0;0.0;Churned
2530;No;1;922;0;9;None;None;0.0;One Year;No;Credit Card;20.1;60;0;0;0.0;0.0;Customer
2531;Yes;0;945;1;18;Offer D;Fiber Optic;18.0;Month-to-Month;No;Bank Withdrawal;78.55;65;1;1;0.0;0.0;Churned
2532;No;0;937;0;29;None;None;0.0;Month-to-Month;No;Credit Card;19.35;45;0;0;0.0;0.0;Customer
2533;No;0;907;0;39;Offer C;Fiber Optic;12.0;One Year;No;Credit Card;81.4;55;0;3;0.0;0.0;Customer
2534;Yes;0;940;1;5;None;Fiber Optic;14.0;Month-to-Month;Yes;Bank Withdrawal;68.78999999999999;80;0;2;0.0;4.0;Churned
2535;No;0;960;0;5;None;None;0.0;Month-to-Month;Yes;Credit Card;19.65;60;0;0;0.0;0.0;Customer
2536;No;0;961;0;4;Offer E;Fiber Optic;3.0;Month-to-Month;Yes;Credit Card;100.85;30;3;2;0.0;2.5;Customer
2537;Yes;1;956;1;9;None;Fiber Optic;20.0;Month-to-Month;Yes;Bank Withdrawal;75.85;40;0;2;0.0;0.0;Customer
2538;No;0;921;0;3;None;DSL;59.0;Month-to-Month;Yes;Bank Withdrawal;45.35;25;0;1;0.0;0.0;Churned
2539;Yes;0;934;1;20;None;DSL;10.0;Month-to-Month;Yes;Bank Withdrawal;24.45;45;0;1;0.0;0.0;Churned
2540;Yes;0;959;1;2;None;Fiber Optic;7.0;Month-to-Month;No;Credit Card;90.0;50;2;3;0.0;0.0;Churned
2541;No;0;956;0;24;None;None;0.0;Two Year;Yes;Credit Card;20.3;80;0;0;0.0;0.0;Customer
2542;Yes;0;957;1;71;Offer A;DSL;27.0;Two Year;Yes;Credit Card;61.4;45;3;4;0.0;0.0;Customer
2543;Yes;0;920;1;2;Offer E;DSL;20.0;Month-to-Month;No;Credit Card;50.15;75;0;2;0.0;0.0;Churned
2544;Yes;0;900;1;59;None;None;0.0;One Year;No;Credit Card;20.35;30;0;0;0.0;0.0;Customer
2545;Yes;1;917;1;30;None;Fiber Optic;48.0;Month-to-Month;Yes;Bank Withdrawal;83.55;20;1;4;0.0;0.0;Customer
2546;No;0;930;0;2;Offer E;Fiber Optic;14.0;Month-to-Month;Yes;Bank Withdrawal;78.55;70;0;3;0.0;0.0;Churned
2547;Yes;0;931;1;66;Offer A;Fiber Optic;25.0;Month-to-Month;Yes;Credit Card;99.5;80;2;3;0.0;0.0;Churned
2548;No;0;932;0;17;Offer D;None;0.0;Month-to-Month;No;Credit Card;24.8;65;0;1;1.0;0.0;Customer
2549;Yes;0;939;1;65;Offer B;DSL;18.0;One Year;No;Credit Card;67.05;50;0;5;0.0;0.0;Customer
2550;Yes;0;922;1;50;Offer B;Fiber Optic;4.0;Month-to-Month;Yes;Bank Withdrawal;88.05;80;1;2;0.0;2.0;Churned
2551;No;0;954;0;22;None;Fiber Optic;52.0;Month-to-Month;Yes;Mailed Check;84.3;25;2;2;0.0;0.0;Churned
2552;Yes;0;945;1;26;Offer C;Fiber Optic;26.0;Month-to-Month;Yes;Bank Withdrawal;93.85;75;1;4;0.0;0.0;Churned
2553;Yes;0;954;1;24;None;DSL;27.0;One Year;No;Bank Withdrawal;57.6;40;3;4;0.0;0.0;Customer
2554;Yes;0;930;1;3;Offer E;None;0.0;Month-to-Month;Yes;Credit Card;20.55;40;0;0;0.0;0.0;Churned
2555;Yes;1;949;1;72;None;DSL;19.0;Two Year;No;Bank Withdrawal;92.65;35;3;6;0.0;0.0;Customer
2556;Yes;0;953;1;10;None;Fiber Optic;19.0;Month-to-Month;Yes;Bank Withdrawal;70.1;40;0;1;1.0;0.0;Churned
2557;Yes;1;960;1;63;Offer B;DSL;11.0;Two Year;Yes;Bank Withdrawal;50.65;35;0;2;1.0;0.0;Customer
2558;No;0;923;0;56;Offer B;Fiber Optic;51.0;Month-to-Month;Yes;Credit Card;106.6;25;3;4;0.0;0.0;Customer
2559;No;0;935;0;3;None;Cable;25.0;Month-to-Month;Yes;Bank Withdrawal;50.6;55;3;2;0.0;0.0;Churned
2560;No;1;952;0;7;None;None;0.0;One Year;No;Credit Card;19.45;45;0;0;0.0;0.0;Customer
2561;No;0;939;0;57;None;None;0.0;Two Year;No;Credit Card;18.8;45;0;0;0.0;0.0;Customer
2562;Yes;0;913;1;19;Offer D;Fiber Optic;22.0;Month-to-Month;Yes;Bank Withdrawal;73.2;30;0;2;0.0;0.0;Churned
2563;No;0;945;0;31;None;Fiber Optic;11.0;Month-to-Month;Yes;Bank Withdrawal;89.9;55;2;3;1.0;0.0;Churned
2564;No;0;949;0;33;None;None;0.0;Two Year;No;Credit Card;20.35;20;0;0;0.0;0.0;Customer
2565;No;0;907;0;38;None;Fiber Optic;41.0;Month-to-Month;Yes;Credit Card;84.25;25;1;4;0.0;0.0;Churned
2566;No;0;956;0;1;None;Fiber Optic;52.0;Month-to-Month;No;Bank Withdrawal;76.0;20;0;2;0.0;0.0;Churned
2567;No;0;900;0;9;None;Fiber Optic;23.0;Month-to-Month;Yes;Bank Withdrawal;79.55;40;2;1;0.0;0.0;Churned
2568;No;0;917;0;45;Offer B;Fiber Optic;20.0;One Year;Yes;Bank Withdrawal;100.15;70;2;3;0.0;0.0;Customer
2569;No;0;945;0;24;None;Fiber Optic;23.0;Month-to-Month;Yes;Bank Withdrawal;90.35;65;3;1;0.0;0.0;Churned
2570;No;0;945;0;7;Offer E;Fiber Optic;15.0;Month-to-Month;Yes;Bank Withdrawal;95.35;45;3;2;1.0;0.0;Churned
2571;Yes;1;913;1;55;None;None;0.0;Two Year;No;Credit Card;19.4;25;0;0;0.0;0.0;Customer
2572;No;0;956;0;1;None;Fiber Optic;6.0;Month-to-Month;Yes;Bank Withdrawal;79.55;60;1;1;0.0;0.0;Churned
2573;No;0;954;0;1;None;None;0.0;Month-to-Month;No;Mailed Check;20.0;30;0;0;0.0;0.0;Churned
2574;No;1;951;0;27;Offer C;DSL;59.0;One Year;No;Credit Card;56.2;20;0;2;0.0;1.1111111111111112;Customer
2575;Yes;0;913;1;9;Offer E;Fiber Optic;5.0;Month-to-Month;Yes;Bank Withdrawal;85.35;65;1;1;0.0;5.555555555555555;Churned
2576;No;0;958;0;63;Offer B;DSL;18.0;One Year;No;Bank Withdrawal;83.0;70;1;6;0.0;0.0;Customer
2577;Yes;0;913;1;57;None;Fiber Optic;30.0;Month-to-Month;No;Credit Card;94.0;75;1;4;0.0;0.0;Customer
2578;No;0;955;0;7;None;None;0.0;Month-to-Month;Yes;Credit Card;19.95;45;0;0;0.0;0.0;Customer
2579;Yes;1;926;1;52;Offer B;None;0.0;Two Year;No;Mailed Check;25.75;60;0;1;0.0;0.0;Customer
2580;Yes;0;925;1;7;None;Fiber Optic;17.0;Month-to-Month;Yes;Credit Card;74.4;70;0;2;1.0;0.0;Churned
2581;Yes;1;900;1;28;Offer C;DSL;19.0;One Year;No;Credit Card;50.8;40;1;4;0.0;0.0;Customer
2582;Yes;1;913;1;11;None;None;0.0;Month-to-Month;No;Bank Withdrawal;20.95;35;0;0;1.0;0.0;Customer
2583;No;0;902;0;43;Offer B;DSL;11.0;One Year;No;Bank Withdrawal;44.913953488372094;65;2;3;0.0;0.0;Customer
2584;Yes;1;961;1;72;None;None;0.0;Two Year;No;Bank Withdrawal;20.1;40;0;0;0.0;0.0;Customer
2585;Yes;0;947;1;57;None;Cable;27.0;One Year;No;Bank Withdrawal;74.6;25;1;5;0.0;0.0;Customer
2586;No;0;940;0;32;Offer C;Fiber Optic;5.0;One Year;Yes;Credit Card;81.1;75;0;3;1.0;0.0;Customer
2587;No;0;922;0;48;None;Fiber Optic;46.0;Month-to-Month;Yes;Bank Withdrawal;95.4;30;2;4;0.0;0.0;Customer
2588;No;0;957;0;68;Offer A;Cable;59.0;Two Year;Yes;Credit Card;82.45;20;3;4;0.0;1.3235294117647058;Customer
2589;Yes;0;923;1;51;Offer B;DSL;5.0;Two Year;Yes;Bank Withdrawal;75.2;40;3;3;0.0;0.0;Customer
2590;No;0;906;0;24;None;None;0.0;Two Year;Yes;Bank Withdrawal;19.55;50;0;0;0.0;0.0;Customer
2591;No;0;955;0;67;Offer A;Fiber Optic;71.0;Two Year;No;Credit Card;116.2;25;3;6;0.0;0.0;Churned
2592;No;0;945;0;14;Offer D;Fiber Optic;6.0;Month-to-Month;Yes;Bank Withdrawal;78.95;65;0;3;0.0;0.0;Churned
2593;No;0;949;0;66;Offer A;Fiber Optic;73.0;One Year;Yes;Bank Withdrawal;114.3;25;3;6;0.0;0.0;Customer
2594;No;0;932;0;1;Offer E;Cable;11.0;Month-to-Month;Yes;Bank Withdrawal;42.9;45;0;1;0.0;0.0;Churned
2595;No;0;923;0;26;None;Cable;29.0;Month-to-Month;Yes;Credit Card;44.45;45;1;3;0.0;0.0;Customer
2596;Yes;1;949;1;72;None;Fiber Optic;19.0;Two Year;No;Bank Withdrawal;111.95;45;3;5;0.0;0.0;Customer
2597;Yes;0;940;1;63;Offer B;None;0.0;Two Year;Yes;Bank Withdrawal;19.95;55;0;0;0.0;0.0;Customer
2598;No;0;954;0;5;None;Fiber Optic;25.0;Month-to-Month;No;Bank Withdrawal;75.6;50;0;1;0.0;2.0;Customer
2599;No;0;959;0;47;None;Fiber Optic;69.0;Month-to-Month;No;Credit Card;75.45;20;0;2;0.0;0.0;Customer
2600;Yes;0;945;1;5;None;Fiber Optic;24.0;Month-to-Month;Yes;Bank Withdrawal;94.45;45;3;2;0.0;0.0;Churned
2601;No;0;935;0;1;None;None;0.0;Month-to-Month;No;Credit Card;19.75;20;0;0;0.0;0.0;Churned
2602;No;0;923;0;55;Offer B;Fiber Optic;51.0;One Year;Yes;Credit Card;100.9;20;3;3;0.0;0.0;Customer
2603;Yes;0;937;1;72;None;DSL;69.0;Two Year;No;Credit Card;89.8;25;3;6;0.0;0.0;Customer
2604;Yes;0;956;0;61;None;Fiber Optic;69.0;One Year;No;Bank Withdrawal;93.7;20;2;4;0.0;0.0;Customer
2605;No;0;911;0;32;Offer C;None;0.0;One Year;No;Bank Withdrawal;20.55;60;0;0;0.0;0.0;Customer
2606;Yes;0;949;1;26;None;None;0.0;One Year;Yes;Bank Withdrawal;20.05;50;0;0;0.0;0.0;Customer
2607;Yes;0;900;1;39;None;Fiber Optic;7.0;One Year;Yes;Credit Card;104.7;35;3;4;0.0;0.0;Churned
2608;Yes;0;932;1;22;Offer D;Cable;16.0;Month-to-Month;Yes;Credit Card;54.7;60;0;3;0.0;0.0;Customer
2609;Yes;0;917;1;70;None;DSL;17.0;Two Year;No;Credit Card;90.05;65;3;6;0.0;0.0;Customer
2610;Yes;1;956;1;72;None;DSL;56.0;Two Year;Yes;Bank Withdrawal;80.45;35;3;4;0.0;0.0;Customer
2611;No;1;920;0;14;None;None;0.0;Month-to-Month;No;Credit Card;19.95;50;0;0;0.0;0.0;Customer
2612;No;0;913;0;18;None;Fiber Optic;3.0;Month-to-Month;Yes;Bank Withdrawal;99.85;35;3;3;0.0;0.0;Churned
2613;Yes;0;928;1;72;None;Cable;23.0;Two Year;No;Credit Card;84.64236111111111;35;3;5;1.0;0.0;Customer
2614;Yes;0;953;1;61;None;Fiber Optic;7.0;Month-to-Month;Yes;Bank Withdrawal;99.15;65;3;3;0.0;0.0;Churned
2615;No;0;961;0;1;Offer E;Fiber Optic;6.0;Month-to-Month;Yes;Bank Withdrawal;90.85;45;3;1;0.0;0.0;Churned
2616;Yes;0;930;1;23;None;Fiber Optic;27.0;Month-to-Month;Yes;Bank Withdrawal;99.85;30;3;3;0.0;0.0;Churned
2617;Yes;0;954;1;60;None;Fiber Optic;13.0;Two Year;Yes;Bank Withdrawal;97.2;60;3;3;0.0;0.0;Customer
2618;No;0;955;0;26;Offer C;Cable;82.0;One Year;No;Credit Card;54.55;20;3;3;0.0;0.0;Customer
2619;No;0;959;0;72;Offer A;Fiber Optic;16.0;Two Year;Yes;Bank Withdrawal;103.65;65;3;4;0.0;0.0;Customer
2620;Yes;0;959;1;59;Offer B;None;0.0;Two Year;No;Bank Withdrawal;18.4;60;0;0;0.0;0.0;Customer
2621;No;0;924;0;9;Offer E;None;0.0;Month-to-Month;No;Credit Card;20.25;55;0;0;0.0;0.0;Customer
2622;No;0;961;0;34;Offer C;DSL;8.0;One Year;No;Credit Card;55.0;30;0;3;0.0;0.0;Customer
2623;Yes;1;920;1;17;Offer D;None;0.0;Two Year;Yes;Credit Card;25.15;35;0;1;0.0;0.0;Customer
2624;No;0;946;0;32;None;Fiber Optic;14.0;One Year;No;Bank Withdrawal;84.05;45;1;2;0.0;0.0;Churned
2625;Yes;0;936;1;53;None;Fiber Optic;24.0;Month-to-Month;Yes;Credit Card;98.4;45;3;3;0.0;0.0;Churned
2626;Yes;0;953;1;11;Offer D;DSL;12.0;Month-to-Month;Yes;Bank Withdrawal;66.35;60;2;3;0.0;0.0;Churned
2627;No;0;958;0;62;None;Fiber Optic;16.0;One Year;Yes;Bank Withdrawal;92.3;35;2;4;0.0;0.0;Customer
2628;Yes;0;907;1;72;Offer A;Fiber Optic;85.0;Two Year;Yes;Credit Card;110.15;20;3;5;0.0;0.0;Customer
2629;No;0;946;0;1;None;Fiber Optic;3.0;Month-to-Month;Yes;Bank Withdrawal;89.1;45;3;1;0.0;0.0;Churned
2630;Yes;0;932;1;1;Offer E;Cable;3.0;Month-to-Month;No;Bank Withdrawal;80.0;50;2;1;0.0;0.0;Churned
2631;Yes;0;919;1;46;Offer B;DSL;82.0;Month-to-Month;No;Bank Withdrawal;53.1;25;1;3;0.0;0.0;Customer
2632;Yes;1;954;1;72;None;Fiber Optic;53.0;Two Year;Yes;Bank Withdrawal;118.75;35;3;6;0.0;0.0;Customer
2633;No;0;921;0;1;Offer E;Fiber Optic;6.0;Month-to-Month;Yes;Bank Withdrawal;93.55;75;2;2;0.0;0.0;Churned
2634;Yes;0;950;1;66;None;Fiber Optic;13.0;One Year;Yes;Bank Withdrawal;110.85;65;2;5;0.0;0.0;Churned
2635;No;0;902;0;41;None;None;0.0;Two Year;Yes;Credit Card;19.85;55;0;0;0.0;0.0;Customer
2636;No;0;956;0;17;None;DSL;21.0;One Year;Yes;Mailed Check;55.85;50;0;3;0.0;0.0;Churned
